Gene name	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	GeneID
Nrbp1	2.12904586862154	-0.388970197687689	1.15721906199452	-0.336124948561839	0.736776645593862	1	chr5	31240863	31251566	+	NA	ENSMUSG00000029148.15
Rad17	2.12500473592065	-0.389104733018361	1.18057808289699	-0.329588308181656	0.7417110581369	1	chr13	100617164	100651059	-	NA	ENSMUSG00000021635.13
Bloc1s6	2.12920132130058	-0.389194498353508	1.19219641903112	-0.326451658586426	0.744082658412708	1	chr2	122738502	122749475	+	NA	ENSMUSG00000005804.14
Atp5me	52.5503627602787	-0.38936807697726	0.297387773056537	-1.30929416826843	0.190434724298875	0.688192190183486	NA	NA	NA	NA	NA	NA
Zgpat	2.12655808969399	-0.389457869537658	1.1803871329637	-0.329940795406515	0.74144469762662	1	chr2	181364927	181383628	+	NA	ENSMUSG00000027582.16
H2AC18	4.25117646534229	-0.389478849498141	0.86441899481314	-0.450567203908255	0.652301508184021	0.949802464803372	NA	NA	NA	NA	NA	NA
H2AC19	4.25117646534229	-0.389478849498141	0.86441899481314	-0.450567203908255	0.652301508184021	0.949802464803372	NA	NA	NA	NA	NA	NA
H2aj	4.25117646534229	-0.389478849498141	0.86441899481314	-0.450567203908255	0.652301508184021	0.949802464803372	NA	NA	NA	NA	NA	NA
CBFB	2.12632718210069	-0.38954277107407	1.15754315549275	-0.336525484363687	0.736474637302692	1	NA	NA	NA	NA	NA	NA
Mrpl38	29.4672171491903	-0.389820992529172	0.385992003936164	-1.00991986505928	0.312533684422228	0.825531805939835	chr11	116131816	116138868	-	NA	ENSMUSG00000020775.13
RPL17	153.119222814778	-0.39001352800609	0.157870644517367	-2.47046263222917	0.0134938415965108	0.142816438191307	NA	NA	NA	NA	NA	NA
Rpl9	134.270930989097	-0.390101522132249	0.17187628973352	-2.26966455196973	0.0232279437408775	0.21363771386977	chr5	65388363	65391444	-	NA	ENSMUSG00000047215.14
Gys2	6.39228278101316	-0.39031115073724	2.0333918117023	-0.191950783164845	0.84778075777721	0.982364072666698	chr6	142422612	142473109	-	NA	ENSMUSG00000030244.7
Gabpa	2.12710781532934	-0.39032092822473	1.21255997890572	-0.321898244222917	0.747529783362717	1	chr16	84834924	84863779	+	NA	ENSMUSG00000008976.16
APOL3	77.1292537697523	-0.39125527598989	0.234737509641282	-1.66677782595458	0.0955585909783541	0.519587268802096	NA	NA	NA	NA	NA	NA
Mrap	27.0209779567626	-0.392044292765091	0.396302408156558	-0.989255388552204	0.322538204873303	0.831683041186642	chr16	90738323	90749785	+	NA	ENSMUSG00000039956.8
Htatsf1	14.5727336774507	-0.392735968822713	0.523953760430398	-0.749562267670534	0.453518383205	0.89899353291664	chrX	57053582	57067183	+	NA	ENSMUSG00000067873.11
Ghr	361.785669114125	-0.393198401086968	0.0985459322209538	-3.99000133466049	6.60729234634859e-05	0.00157198952121226	chr15	3317759	3583492	-	NA	ENSMUSG00000055737.12
Tmprss6	109.234903228336	-0.394061007911854	0.204065208525976	-1.93105434658988	0.053476331950459	0.371674708882138	chr15	78439667	78468634	-	NA	ENSMUSG00000016942.5
Lrp1	69.7688137719947	-0.395298048837943	0.256118017224593	-1.54342147858853	0.122728545636051	0.579578309017491	chr10	127538160	127621148	-	NA	ENSMUSG00000040249.15
EEF1B	94.3299006471962	-0.395298931000584	0.207819975940745	-1.90212191687143	0.0571552178087121	0.386785239839493	NA	NA	NA	NA	NA	NA
Eef1b	94.3299006471962	-0.395298931000584	0.207819975940745	-1.90212191687143	0.0571552178087121	0.386785239839493	NA	NA	NA	NA	NA	NA
Dennd5a	8.18288358866932	-0.396041580026744	0.661724689085786	-0.598499023172159	0.549507010513658	0.93197547705995	chr7	109893779	109960470	-	NA	ENSMUSG00000035901.14
Iap	6.0607439062475	-0.397513082323522	0.809768332549532	-0.49089729289853	0.623499091829197	0.949802464803372	NA	NA	NA	NA	NA	NA
Ilk	30.3081537757774	-0.397921026095996	0.392805439385911	-1.01302320741302	0.311049076025449	0.824537826944808	chr7	105736591	105742925	+	NA	ENSMUSG00000030890.16
Apoc1	1584.30632443815	-0.398332080740353	0.0436560965933043	-9.12431737658942	7.21897550560054e-20	6.97382103541034e-18	chr7	19689480	19692660	-	NA	ENSMUSG00000040564.14
Macroh2a1	12.1204556211572	-0.399535943935446	0.548839189934299	-0.727965406375726	0.466634762931416	0.901532038633999	NA	NA	NA	NA	NA	NA
Hal	173.602753501497	-0.39972219304813	0.161746467635316	-2.47128854739116	0.0134627142182739	0.142696839806948	chr10	93488767	93519304	+	NA	ENSMUSG00000020017.14
Mrpl57	6.06007487319302	-0.399779461278526	0.777834637861488	-0.513964590697126	0.607276747321404	0.949802464803372	chr14	57826238	57828745	+	NA	ENSMUSG00000021967.3
Huwe1	48.1788854712038	-0.400138859773853	0.325083348324218	-1.2308808243687	0.21836744046975	0.728111229498021	chrX	151800806	151935417	+	NA	ENSMUSG00000025261.17
Uggt1	26.0466742706325	-0.400213481557713	0.413092044819647	-0.968823986267862	0.332633016745886	0.83587982594977	chr1	36140026	36244720	-	NA	ENSMUSG00000037470.14
Gkap1	6.05681720749138	-0.400712546270405	0.733037681650097	-0.546646586255137	0.58462155693318	0.943674324552127	chr13	58233350	58274188	-	NA	ENSMUSG00000021552.6
Rpl4	276.157582012515	-0.400821590990612	0.116920874132551	-3.42814398168292	0.000607723053934112	0.0110588693278478	chr9	64173386	64178562	+	NA	ENSMUSG00000032399.7
ZNF706	79.9515035038122	-0.401034060453089	0.235594095144583	-1.70222458337496	0.0887132760633544	0.498541883009086	NA	NA	NA	NA	NA	NA
Ube2l6	33.9123409545564	-0.402167659650703	0.370226611275764	-1.08627431795049	0.27735764581446	0.789457376676554	chr2	84798827	84810335	+	NA	ENSMUSG00000027078.14
Ndfip1	153.136588126026	-0.402257042660831	0.162565672240089	-2.4744279472898	0.0133449736373285	0.14176202991565	chr18	38418974	38464399	+	NA	ENSMUSG00000024425.3
Dusp6	17.8494136857069	-0.403041691798032	0.47230410477078	-0.85335208338627	0.393464085203235	0.870659646394651	chr10	99263230	99267488	+	NA	ENSMUSG00000019960.7
Uimc1	3.93008168447284	-0.403085200954188	0.890828834818766	-0.452483333721672	0.650920825022946	0.949802464803372	chr13	55027879	55100300	-	NA	ENSMUSG00000025878.16
Mgst1	2601.71664528168	-0.40321937186756	0.0323023091915203	-12.4826794727545	9.28099370934917e-36	1.34940023689265e-33	chr6	138140315	138156755	+	NA	ENSMUSG00000008540.11
Wdr33	7.86935294997568	-0.404357918934313	0.655417209960392	-0.616947362365948	0.537269445577106	0.929390265549438	chr18	31804056	31908987	+	NA	ENSMUSG00000024400.15
IMPDH2	3.93444329596927	-0.404406460413742	0.854129906996997	-0.473471842047517	0.635876585397384	0.949802464803372	NA	NA	NA	NA	NA	NA
Ndufs6	43.2411767788542	-0.404412438537477	0.335255083044979	-1.20628279477337	0.227708469316658	0.741211150462229	chr13	73319873	73328542	-	NA	ENSMUSG00000021606.7
Sart1	7.86717607640623	-0.404547528685267	0.654662189371793	-0.617948516430232	0.536609276275028	0.928658788812376	chr19	5377522	5388703	-	NA	ENSMUSG00000039148.4
Rpl29	81.0623615751746	-0.404566535446096	0.242609220765895	-1.66756454750119	0.0954022009326223	0.519587268802096	chr9	106429453	106431568	+	NA	ENSMUSG00000048758.13
Tasor	3.92830074461319	-0.404600670004106	0.861512975735424	-0.469639670439927	0.638612477048508	0.949802464803372	NA	NA	NA	NA	NA	NA
Cars1	3.92884255756458	-0.404605973653107	0.865061558677296	-0.467719284939399	0.639985348159608	0.949802464803372	NA	NA	NA	NA	NA	NA
PPP1R7	3.93219096748556	-0.404890969377205	0.848677788390861	-0.4770844423122	0.63330199261674	0.949802464803372	NA	NA	NA	NA	NA	NA
Trappc2l	3.93499756445515	-0.405124212964168	0.876533782993863	-0.462188931931908	0.643945839666614	0.949802464803372	chr8	122611625	122615588	+	NA	ENSMUSG00000015013.8
Abhd3	47.1739597725127	-0.405150734624786	0.310072554541824	-1.30663204043793	0.191337709472569	0.688843445474541	chr18	10644410	10706771	-	NA	ENSMUSG00000002475.15
Stk16	23.9170985206646	-0.405173179148142	1.45622636233804	-0.278235025561284	0.780831949436477	0.979002280082043	chr1	75210837	75215606	+	NA	ENSMUSG00000026201.12
Vcpip1	3.92893046801332	-0.405189056014766	0.856707058686165	-0.472961033653859	0.636240979614914	0.949802464803372	chr1	9718621	9748382	-	NA	ENSMUSG00000045210.8
Sdc2	135.793132437212	-0.405206976323423	0.168471680356839	-2.40519341568361	0.0161639083085908	0.163962858487566	chr15	32920722	33034730	+	NA	ENSMUSG00000022261.5
Clk1	7.86392178053801	-0.405344425163425	0.645610245463801	-0.627846952571561	0.530104204574896	0.927602687943765	chr1	58410188	58424066	-	NA	ENSMUSG00000026034.17
Mvd	3.92993863900185	-0.405365624336371	0.896499622583713	-0.452164857769942	0.651150222697504	0.949802464803372	chr8	122433595	122443422	-	NA	ENSMUSG00000006517.4
Il4r	11.7876457831029	-0.405501462675577	0.555682855716426	-0.729735421030357	0.465551925389408	0.901532038633999	NA	NA	NA	NA	NA	NA
Bcar1	7.85731741399532	-0.405580656415957	0.654792439853169	-0.619403389121146	0.535650649034061	0.928577580067175	chr8	111710484	111743849	-	NA	ENSMUSG00000031955.9
Tgif1	3.93383223170765	-0.405636441523532	0.852108886246312	-0.476038271717165	0.634047112388338	0.949802464803372	chr17	70844204	70853546	-	NA	ENSMUSG00000047407.17
Dcaf6	3.9311135451868	-0.405948001744896	0.850630087448583	-0.477232122087892	0.633196839779414	0.949802464803372	chr1	165328697	165460475	-	NA	ENSMUSG00000026571.12
Smyd2	3.9325114462811	-0.40607438561855	0.848683560391547	-0.478475611606291	0.632311728591918	0.949802464803372	chr1	189880491	189922363	-	NA	ENSMUSG00000026603.13
Mtrex	3.92979275976025	-0.406386813006514	0.849416010039127	-0.478430837426522	0.632343589554985	0.949802464803372	NA	NA	NA	NA	NA	NA
Rpa1	3.93679594210978	-0.406766833390224	0.892525896034973	-0.455747934258577	0.648571248289403	0.949802464803372	chr11	75298165	75348324	-	NA	ENSMUSG00000000751.13
Bltp1	3.93135065638413	-0.407022833840952	0.878794493698075	-0.463160428017875	0.643249378576587	0.949802464803372	NA	NA	NA	NA	NA	NA
Ranbp1	17.5268675294744	-0.407082222615627	0.47802742970553	-0.851587581211383	0.394443034724922	0.871200405375255	KB469741.1	14121	18248732	-	NA	ENSMUSG00000005732.14
Mrps18b	21.4622717740939	-0.407289604505321	0.449271787527872	-0.906555042653448	0.364642145010196	0.85531992387298	chr17	35910378	35916389	-	NA	ENSMUSG00000024436.16
Gclc	387.718810452963	-0.407621093480504	0.0957694222434856	-4.25627600053974	2.07860085647411e-05	0.000551001486705127	chr9	77754534	77794485	+	NA	ENSMUSG00000032350.8
Snapc5	3.92995441604333	-0.407703798328846	0.890817165573199	-0.457673935892903	0.647186716190464	0.949802464803372	chr9	64179296	64182684	+	NA	ENSMUSG00000032398.6
RPS27	67.9949192717225	-0.407877381524558	0.270043330275697	-1.51041457349879	0.130937672264573	0.593263950186452	NA	NA	NA	NA	NA	NA
Sirt7	9.66386937930957	-0.408354560195052	0.614809951364119	-0.664196406204892	0.506564613309952	0.921577341818075	chr11	120618371	120625240	-	NA	ENSMUSG00000025138.14
Kynu	46.5376886546631	-0.408689581781483	0.316121143571484	-1.29282583621006	0.196071302493636	0.695111316055775	chr2	43555328	43682715	+	NA	ENSMUSG00000026866.16
Spint2	25.0639507935937	-0.408830979483214	0.441675593446301	-0.925636339316811	0.354635001652183	0.848131580872244	chr7	29256322	29281912	-	NA	ENSMUSG00000074227.12
Als2	3.92887699374457	-0.408898312230757	0.898373560506098	-0.45515399184322	0.648998457230369	0.949802464803372	chr1	59162925	59237231	-	NA	ENSMUSG00000026024.14
Mrpl16	23.2545488182149	-0.409081375929154	0.425414301452276	-0.961607013522197	0.33624704711766	0.8381401766661	chr19	11770414	11774944	+	NA	ENSMUSG00000024683.5
Cldn1	94.8572432808483	-0.409186485655476	0.210966828178747	-1.93957736952267	0.0524310733659583	0.368502377944143	chr16	26356641	26371841	-	NA	ENSMUSG00000022512.2
Sec63	88.4801423067819	-0.410621778211608	0.21817790572031	-1.88205023261154	0.0598291956074639	0.397590693247385	chr10	42761495	42832514	+	NA	ENSMUSG00000019802.13
Max	5.73634760717154	-0.410822652677239	0.734311763213487	-0.559466255694177	0.575843554590158	0.938725974108134	chr12	76937268	76962248	-	NA	ENSMUSG00000059436.12
Prorsd1	5.73385982824399	-0.410987548728672	0.733120474014144	-0.560600287805825	0.575070055279449	0.938572042538451	chr11	29511756	29515033	-	NA	ENSMUSG00000032673.5
SMU1	22.9388051606919	-0.411382438463194	0.440449357574834	-0.934006217487327	0.350300685809381	0.844794107325274	NA	NA	NA	NA	NA	NA
Hnrnpc	44.0551867163346	-0.41190610320614	0.368371188708399	-1.11818219185486	0.263489188414471	0.777503767535444	chr14	52073379	52104028	-	NA	ENSMUSG00000060373.14
Med21	11.4756009076259	-0.412314314444546	0.575676349606334	-0.716225904931652	0.473851869918601	0.903498854407895	chr6	146642546	146650732	+	NA	ENSMUSG00000030291.12
Akr1c6	17.2082386073467	-0.412504798651848	0.488364124728346	-0.844666464559216	0.398297088358354	0.87533153728606	chr13	4434305	4457530	+	NA	ENSMUSG00000021210.15
Tmem30a	64.8840952547834	-0.412697874097414	0.262459095001897	-1.57242740661905	0.115851462405988	0.563176612587568	chr9	79768942	79793507	-	NA	ENSMUSG00000032328.12
Nedd4	78.1570419996183	-0.412888229260856	0.239480322289165	-1.72410085853445	0.0846896371377003	0.48508660444093	chr9	72662345	72749852	+	NA	ENSMUSG00000032216.14
Commd1	13.2853424603487	-0.413336709838603	0.603488745616353	-0.68491204325021	0.493399425882689	0.914968202515799	chr11	22896135	22982382	-	NA	ENSMUSG00000051355.18
Adam17	5.73039040182395	-0.413666916457635	0.732986525630106	-0.56435814574085	0.572510417112676	0.9376921240462	chr12	21323508	21373632	-	NA	ENSMUSG00000052593.15
Tpp2	5.73093221477535	-0.41368374777904	0.736115572169508	-0.561982062897835	0.574128240197883	0.938572042538451	chr1	43933646	44003000	+	NA	ENSMUSG00000041763.14
Paqr9	174.290326964551	-0.414552284275055	0.149710770798377	-2.76902110692726	0.00562249926687801	0.072323730516034	chr9	95559656	95568023	+	NA	ENSMUSG00000064225.6
CNIH1	37.6859090167187	-0.415433600551407	0.347581025801848	-1.19521369037055	0.232003550994132	0.745921905366596	NA	NA	NA	NA	NA	NA
Tk1	13.26526246498	-0.415745910041021	0.539411886166045	-0.770739245284342	0.440861504958374	0.894581656639204	chr11	117815525	117826092	-	NA	ENSMUSG00000025574.13
Hm13	56.6965433614863	-0.415751189923615	0.292465856163825	-1.42153752707028	0.155160551932103	0.635164832469372	NA	NA	NA	NA	NA	NA
Mcat	7.53439613168142	-0.416289171807165	0.652743919037685	-0.637752661749623	0.523634699089472	0.927309035781261	chr15	83546796	83555711	-	NA	ENSMUSG00000048755.8
Denr	22.6051281090899	-0.416392929441256	0.431235055696786	-0.965582282656617	0.334253244397412	0.836983657025331	chr5	123907174	123928835	+	NA	ENSMUSG00000023106.15
RPL19	178.427276031392	-0.416549184425986	0.146396457168253	-2.84535017092147	0.00443626243206991	0.0597898515423355	NA	NA	NA	NA	NA	NA
Cops9	15.0852835248924	-0.416572129412373	0.531311001918589	-0.784045743280512	0.433013269922788	0.891665370909011	NA	NA	NA	NA	NA	NA
Cand1	18.6834035467699	-0.417620176896171	0.465993263582613	-0.896193592339633	0.370149377337829	0.858611332987705	chr10	119199254	119240055	-	NA	ENSMUSG00000020114.12
APOF	68.9749276977948	-0.41800265542511	0.27251300053776	-1.53388151978163	0.125058803149784	0.582472567150611	NA	NA	NA	NA	NA	NA
RPS17	54.2295350547143	-0.418180972114253	0.287582376591322	-1.45412586498137	0.145911413798572	0.623220634062804	NA	NA	NA	NA	NA	NA
Rchy1	18.6734727509517	-0.418541351104436	0.462402109053083	-0.905145852300576	0.365388123463291	0.855737517760144	chr5	91948903	91963068	-	NA	ENSMUSG00000029397.15
Iars1	9.34494992004221	-0.41883991635486	0.653261003140496	-0.641152486282393	0.521423616206661	0.926699129486363	NA	NA	NA	NA	NA	NA
Slc49a4	20.4867265666949	-0.418966509439284	0.463986284911669	-0.902971753828982	0.366540886307728	0.856352786481649	NA	NA	NA	NA	NA	NA
Akr1c13	40.661828506169	-0.419966624290006	0.356031071152081	-1.17957857703553	0.238167867557656	0.753116934451867	chr13	4191183	4205596	+	NA	ENSMUSG00000021213.11
Mrpl32	11.1414214010533	-0.420193916478811	0.577684019148253	-0.72737673633131	0.466995201622877	0.901532038633999	chr13	14610300	14613037	-	NA	ENSMUSG00000015672.3
Ggact	31.2967956603346	-0.421732719491239	0.374922973957113	-1.12485163296363	0.260651910540692	0.775160559524795	chr14	122816222	122913757	-	NA	ENSMUSG00000041625.14
Galm	93.5529577214134	-0.422807754328532	0.208753785624753	-2.02538963814794	0.042827370601083	0.324793030786084	chr17	80127470	80185101	+	NA	ENSMUSG00000035473.10
Luc7l2	29.1674760958458	-0.422895659262111	0.421503013766622	-1.00330399890393	0.315714207292257	0.828429576508279	chr6	38551333	38609470	+	NA	ENSMUSG00000029823.16
Tpi1	9.31658639124243	-0.423005625767276	1.455441172014	-0.290637391535332	0.77132865960051	0.974758975091285	chr6	124810585	124814296	-	NA	ENSMUSG00000023456.14
MICU1	1.80469845263737	-0.423741049393436	1.34130202793554	-0.315917698302175	0.752064978067545	1	NA	NA	NA	NA	NA	NA
Topbp1	1.80586544613837	-0.424134017390153	1.38473730090248	-0.306292043345501	0.759382296784972	1	chr9	103305214	103350428	+	NA	ENSMUSG00000032555.9
Fbxw8	3.60349317419591	-0.424247385409098	0.966546457305958	-0.438931188668982	0.660711396956173	0.949802464803372	chr5	118064964	118155464	-	NA	ENSMUSG00000032867.8
Ptpra	1.80493727291462	-0.424323013140224	1.35574247660891	-0.312982015730285	0.754294325600511	1	chr2	130450277	130554026	+	NA	ENSMUSG00000027303.17
Pus1	1.80182431343748	-0.424491895860373	1.31249000351463	-0.323424860169337	0.746373504689768	1	chr5	110773666	110780659	-	NA	ENSMUSG00000029507.16
Tsr3	1.80563453854506	-0.424596950968902	1.31938456837018	-0.321814398279193	0.747593305852503	1	chr17	25240169	25242798	+	NA	ENSMUSG00000015126.9
Fam216a	1.80260494666613	-0.425189250346026	1.28908986550966	-0.329836779981139	0.741523294706721	1	chr5	122364579	122372364	-	NA	ENSMUSG00000029463.5
Zfyve21	1.80494181576516	-0.42529688371611	1.31954607749755	-0.322305443492101	0.747221309686081	1	chr12	111814169	111828388	+	NA	ENSMUSG00000021286.7
Per2	1.80237403907282	-0.425445893382752	1.27681194153652	-0.333209519383699	0.738976132907623	1	chr1	91415981	91459324	-	NA	ENSMUSG00000055866.9
Tmx4	1.80237403907282	-0.425445893382752	1.27681194153652	-0.333209519383699	0.738976132907623	1	chr2	134594184	134644145	-	NA	ENSMUSG00000034723.11
Mink1	1.80618426418041	-0.425520909552635	1.29788849416452	-0.327856292328526	0.7430203223679	1	chr11	70562880	70614483	+	NA	ENSMUSG00000020827.18
Amz2	1.80322675738231	-0.425556459621771	1.34632813361918	-0.316086731752234	0.751936677387631	1	chr11	109425945	109452813	+	NA	ENSMUSG00000020610.16
Ate1	1.80307130470326	-0.425557332093186	1.28899581094594	-0.330146404262469	0.741289341532523	1	chr7	130391492	130520369	-	NA	ENSMUSG00000030850.16
Taf11	7.21540609097415	-0.425602857594432	0.682621921450774	-0.623482551937242	0.532967464590878	0.928335570864685	chr17	27901121	27909242	-	NA	ENSMUSG00000024218.12
Myo6	1.80252949175187	-0.42561486868036	1.25804953080357	-0.338313284381181	0.735127113844505	1	chr9	80165030	80311729	+	NA	ENSMUSG00000033577.18
ZNF775	1.80252949175187	-0.42561486868036	1.25804953080357	-0.338313284381181	0.735127113844505	1	NA	NA	NA	NA	NA	NA
BTAF1	1.80268494443091	-0.425732613583879	1.2580196715278	-0.338414909734161	0.735050539923869	1	NA	NA	NA	NA	NA	NA
Mef2d	1.80268494443091	-0.425732613583879	1.2580196715278	-0.338414909734161	0.735050539923869	1	chr3	88142371	88172086	+	NA	ENSMUSG00000001419.17
Ctr9	1.80284039710996	-0.425808220825818	1.27671971521265	-0.333517385023616	0.73874376858363	1	chr7	111028950	111056377	+	NA	ENSMUSG00000005609.16
Nsmce3	5.41435786791479	-0.42586008384199	0.825818177396484	-0.515682623001322	0.606076093198569	0.949802464803372	NA	NA	NA	NA	NA	NA
DDX5	100.098008644311	-0.425888450001276	0.2274656036132	-1.87232022440408	0.0611623143970462	0.403363952434879	NA	NA	NA	NA	NA	NA
Ddx5	100.098008644311	-0.425888450001276	0.2274656036132	-1.87232022440408	0.0611623143970462	0.403363952434879	chr11	106780354	106789185	-	NA	ENSMUSG00000020719.14
Gmnn	1.80408284552521	-0.425913862591452	1.30582764537183	-0.326163919182592	0.744300338279046	1	chr13	24751844	24761923	-	NA	ENSMUSG00000006715.11
Znf106	1.80408284552521	-0.425913862591452	1.30582764537183	-0.326163919182592	0.744300338279046	1	NA	NA	NA	NA	NA	NA
Mettl20	56.1937848516197	-0.425990440230801	0.303258318601421	-1.40471147566669	0.160107091936702	0.642750257615621	chr6	149139848	149151171	+	NA	ENSMUSG00000039958.17
Elp2	16.2305661914036	-0.426033272717661	0.509484650446222	-0.836204333819533	0.403039960756946	0.877929357617355	chr18	24603960	24638830	+	NA	ENSMUSG00000024271.7
Actl6a	1.80222312924431	-0.426057265307079	1.32016447568058	-0.322730442422665	0.746899395057601	1	chr3	32706297	32726973	+	NA	ENSMUSG00000027671.14
Wipi2	1.80369648525287	-0.426084546801158	1.26968706164687	-0.335582333373152	0.737185848114776	1	chr5	142627697	142670588	+	NA	ENSMUSG00000029578.15
Pla1a	3.60754842318478	-0.42614763215241	0.896726692005456	-0.4752257694029	0.634626061439468	0.949802464803372	chr16	38396118	38433145	-	NA	ENSMUSG00000002847.6
Rufy1	3.61166955365046	-0.426215196252389	0.949655824014367	-0.448810174670124	0.653568598314975	0.949802464803372	chr11	50389285	50431125	-	NA	ENSMUSG00000020375.9
TBC1D2B	1.80385193793191	-0.426225261418339	1.25779141130226	-0.338868001155331	0.734709171082158	1	NA	NA	NA	NA	NA	NA
Epm2aip1	1.80346557765956	-0.426321730823411	1.25786979779729	-0.338923576645183	0.734667302917556	1	chr9	111271928	111279093	+	NA	ENSMUSG00000046785.8
Il1rap	1.80346557765956	-0.426321730823411	1.25786979779729	-0.338923576645183	0.734667302917556	1	chr16	26581703	26730117	+	NA	ENSMUSG00000022514.14
Prmt1	1.80346557765956	-0.426321730823411	1.25786979779729	-0.338923576645183	0.734667302917556	1	chr7	44975988	44986568	-	NA	ENSMUSG00000109324.1
Uros	1.80727580276715	-0.426357888775068	1.31888761158059	-0.323270826893362	0.746490145637016	1	chr7	133686242	133710072	-	NA	ENSMUSG00000030979.13
Arhgap29	1.80050807086146	-0.42635880353272	1.33293574457514	-0.319864483541642	0.749071062529557	1	chr3	121952540	122016753	+	NA	ENSMUSG00000039831.16
Sh3gl1	1.79996625791007	-0.426374937449167	1.29944638188785	-0.328120454519811	0.742820588916703	1	chr17	56016752	56036637	-	NA	ENSMUSG00000003200.9
Acd	1.80362103033861	-0.426456552394503	1.24632651185591	-0.342170810247361	0.732222350900015	1	chr8	105698158	105701095	-	NA	ENSMUSG00000038000.9
Irf2bp1	1.80362103033861	-0.426456552394503	1.24632651185591	-0.342170810247361	0.732222350900015	1	chr7	19004043	19006777	+	NA	ENSMUSG00000044030.4
OR5M9	1.80362103033861	-0.426456552394503	1.24632651185591	-0.342170810247361	0.732222350900015	1	NA	NA	NA	NA	NA	NA
pol	1.80012171058911	-0.426491910337012	1.30670637290623	-0.326386952095792	0.744131608217504	1	NA	NA	NA	NA	NA	NA
Pyroxd1	3.60374274092772	-0.426494157881478	0.888141256050975	-0.480209825830903	0.631078200730308	0.949802464803372	chr6	142345653	142363257	+	NA	ENSMUSG00000041671.13
Huwe1	1.80323467006626	-0.426520694760262	1.26978598598823	-0.335899670863288	0.736946525264442	1	chrX	151800806	151935417	+	NA	ENSMUSG00000025261.17
Exosc8	1.80377648301766	-0.42655712981882	1.25781020229184	-0.339126784821427	0.734514221401903	1	chr3	54728677	54735393	-	NA	ENSMUSG00000027752.15
Smarca2	1.80377648301766	-0.42655712981882	1.25781020229184	-0.339126784821427	0.734514221401903	1	chr19	26605049	26778322	+	NA	ENSMUSG00000024921.17
Znfx1	3.60351183333442	-0.426587485227258	0.896688354277775	-0.475736618181962	0.63426202969601	0.949802464803372	chr2	167035792	167063015	-	NA	ENSMUSG00000039501.14
Fem1a	1.8066585349015	-0.426638103718103	1.37943808960349	-0.309283980871325	0.757105515430434	1	chr17	56256792	56263608	+	NA	ENSMUSG00000043683.3
Myo9b	5.40868621744638	-0.426644132035063	0.745026160748818	-0.572656578402895	0.566877243071757	0.935467026961055	chr8	71272713	71360712	+	NA	ENSMUSG00000004677.15
Dennd5a	1.80339012274531	-0.426653619007335	1.25788860386685	-0.339182355015989	0.734472360899263	1	chr7	109893779	109960470	-	NA	ENSMUSG00000035901.14
Marchf7	3.60709115084871	-0.42674662585984	0.908360968293832	-0.469798506051394	0.638498981863538	0.949802464803372	NA	NA	NA	NA	NA	NA
Fip1l1	3.60490973442872	-0.426754776054179	0.877232763268611	-0.4864783828457	0.626628028415064	0.949802464803372	chr5	74535448	74598800	+	NA	ENSMUSG00000029227.15
Atxn2l	9.01749408743143	-0.426902730624626	0.617062016941664	-0.691831159435932	0.489043366184901	0.911707060337451	chr7	126491707	126503437	-	NA	ENSMUSG00000032637.15
Cpne1	1.80113325141107	-0.426917264539095	1.2583442123558	-0.339269065131109	0.734407044564735	1	chr2	156071841	156111965	-	NA	ENSMUSG00000074643.12
Mapkapk5	7.21542186801563	-0.426956297053871	0.677091735703481	-0.630573782753786	0.528319245574523	0.927559754498176	chr5	121525037	121545905	-	NA	ENSMUSG00000029454.15
Cdadc1	3.60934514008591	-0.42703275678145	0.896745898232767	-0.476202631785672	0.633930024730681	0.949802464803372	chr14	59560895	59597836	-	NA	ENSMUSG00000021982.13
Ticam1	1.80494347651865	-0.427041998948153	1.26944320724874	-0.336401027245387	0.736568474947942	1	chr17	56269318	56276786	-	NA	ENSMUSG00000047123.8
Napg	3.60421701164881	-0.42704973801218	0.904241627484276	-0.472273919970142	0.63673128319448	0.949802464803372	chr18	62977835	62999450	+	NA	ENSMUSG00000024581.12
Ccdc9	1.8034701205101	-0.427052084845696	1.38023770531967	-0.309404737459181	0.757013667109646	1	chr7	16274041	16286795	-	NA	ENSMUSG00000041375.18
Itga5	3.60841359702875	-0.427058672875258	0.913259148819865	-0.467620470517173	0.640056023354265	0.949802464803372	chr15	103344288	103366763	-	NA	ENSMUSG00000000555.6
Eif2ak3	3.60857241954122	-0.427098475534434	0.950169951339729	-0.44949692939903	0.653073222653957	0.949802464803372	chr6	70844514	70905245	+	NA	ENSMUSG00000031668.14
gag	3.60545946006407	-0.427145990512699	0.877238304506781	-0.486921271356086	0.626314124056459	0.949802464803372	NA	NA	NA	NA	NA	NA
Bcar1	1.8045571162463	-0.427146002338191	1.25766066086434	-0.339635336963335	0.734131163316602	1	chr8	111710484	111743849	-	NA	ENSMUSG00000031955.9
Ric1	1.8045571162463	-0.427146002338191	1.25766066086434	-0.339635336963335	0.734131163316602	1	chr19	29522281	29606829	+	NA	ENSMUSG00000038658.15
Znf830	1.80214479223302	-0.427281820529751	1.35645583658723	-0.314998696606865	0.752762643486649	1	NA	NA	NA	NA	NA	NA
